Epoch 1 - T_A:   0.0%, V_A:   0.0%, Validation Loss: 3.666, train_loss : 3.645
Epoch 571 - T_A:  59.4%, V_A:  37.5%, Validation Loss: 2.325, train_loss : 1.174
Epoch 572 - T_A:  62.5%, V_A:  50.0%, Validation Loss: 1.702, train_loss : 1.337
Epoch 573 - T_A:  71.9%, V_A:  43.8%, Validation Loss: 2.022, train_loss : 1.302
Epoch 574 - T_A:  62.5%, V_A:  31.2%, Validation Loss: 1.879, train_loss : 1.181
Epoch 575 - T_A:  59.4%, V_A:  56.2%, Validation Loss: 1.608, train_loss : 1.403
Epoch 576 - T_A:  65.6%, V_A:  46.9%, Validation Loss: 1.825, train_loss : 1.424
Epoch 577 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 1.730, train_loss : 1.602
Epoch 578 - T_A:  59.4%, V_A:  56.2%, Validation Loss: 1.194, train_loss : 1.250
Epoch 579 - T_A:  56.2%, V_A:  56.2%, Validation Loss: 1.810, train_loss : 1.413
Epoch 580 - T_A:  56.2%, V_A:  50.0%, Validation Loss: 1.807, train_loss : 1.614
Epoch 581 - T_A:  50.0%, V_A:  43.8%, Validation Loss: 1.851, train_loss : 1.134
Epoch 582 - T_A:  59.4%, V_A:  59.4%, Validation Loss: 1.334, train_loss : 1.696
Epoch 583 - T_A:  65.6%, V_A:  46.9%, Validation Loss: 2.329, train_loss : 1.369
Epoch 584 - T_A:  59.4%, V_A:  46.9%, Validation Loss: 1.546, train_loss : 1.413
Epoch 585 - T_A:  53.1%, V_A:  34.4%, Validation Loss: 2.143, train_loss : 1.363
Epoch 586 - T_A:  56.2%, V_A:  50.0%, Validation Loss: 1.462, train_loss : 1.380
Epoch 587 - T_A:  40.6%, V_A:  46.9%, Validation Loss: 2.021, train_loss : 1.652
Epoch 588 - T_A:  53.1%, V_A:  62.5%, Validation Loss: 1.683, train_loss : 1.458
Epoch 589 - T_A:  50.0%, V_A:  59.4%, Validation Loss: 1.789, train_loss : 1.692
Epoch 590 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 1.931, train_loss : 1.533
Epoch 591 - T_A:  68.8%, V_A:  59.4%, Validation Loss: 1.457, train_loss : 1.235
Epoch 592 - T_A:  59.4%, V_A:  34.4%, Validation Loss: 2.277, train_loss : 1.055
Epoch 593 - T_A:  50.0%, V_A:  53.1%, Validation Loss: 1.488, train_loss : 1.837
Epoch 594 - T_A:  59.4%, V_A:  53.1%, Validation Loss: 1.938, train_loss : 1.324
Epoch 595 - T_A:  68.8%, V_A:  53.1%, Validation Loss: 1.753, train_loss : 1.262
Epoch 596 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 1.717, train_loss : 1.487
Epoch 597 - T_A:  62.5%, V_A:  40.6%, Validation Loss: 2.196, train_loss : 1.096
Epoch 598 - T_A:  65.6%, V_A:  40.6%, Validation Loss: 2.019, train_loss : 1.616
Epoch 599 - T_A:  53.1%, V_A:  40.6%, Validation Loss: 1.555, train_loss : 1.421
Epoch 600 - T_A:  62.5%, V_A:  59.4%, Validation Loss: 1.253, train_loss : 1.460
Epoch 601 - T_A:  53.1%, V_A:  53.1%, Validation Loss: 1.970, train_loss : 1.649
Epoch 602 - T_A:  53.1%, V_A:  31.2%, Validation Loss: 1.952, train_loss : 1.670
Epoch 603 - T_A:  71.9%, V_A:  46.9%, Validation Loss: 2.199, train_loss : 1.693
Epoch 623 - T_A:  50.0%, V_A:  50.0%, Validation Loss: 1.944, train_loss : 1.522
Epoch 624 - T_A:  62.5%, V_A:  40.6%, Validation Loss: 2.284, train_loss : 0.919
Epoch 625 - T_A:  65.6%, V_A:  43.8%, Validation Loss: 1.968, train_loss : 1.042
Epoch 626 - T_A:  46.9%, V_A:  65.6%, Validation Loss: 1.456, train_loss : 1.516
Epoch 627 - T_A:  53.1%, V_A:  59.4%, Validation Loss: 1.776, train_loss : 1.276
Epoch 628 - T_A:  68.8%, V_A:  68.8%, Validation Loss: 1.212, train_loss : 1.143
Epoch 629 - T_A:  65.6%, V_A:  37.5%, Validation Loss: 2.191, train_loss : 1.485
Epoch 630 - T_A:  56.2%, V_A:  37.5%, Validation Loss: 1.705, train_loss : 1.132
Epoch 631 - T_A:  40.6%, V_A:  43.8%, Validation Loss: 1.732, train_loss : 1.614
Epoch 632 - T_A:  65.6%, V_A:  28.1%, Validation Loss: 1.869, train_loss : 1.359
Epoch 633 - T_A:  50.0%, V_A:  65.6%, Validation Loss: 1.465, train_loss : 1.552
Epoch 634 - T_A:  53.1%, V_A:  59.4%, Validation Loss: 1.591, train_loss : 1.659
Epoch 635 - T_A:  50.0%, V_A:  59.4%, Validation Loss: 1.683, train_loss : 1.383
Epoch 636 - T_A:  59.4%, V_A:  65.6%, Validation Loss: 0.979, train_loss : 1.138
Epoch 637 - T_A:  59.4%, V_A:  50.0%, Validation Loss: 2.008, train_loss : 1.514
Epoch 638 - T_A:  50.0%, V_A:  50.0%, Validation Loss: 1.705, train_loss : 1.706
Epoch 639 - T_A:  68.8%, V_A:  53.1%, Validation Loss: 1.832, train_loss : 1.017
Epoch 640 - T_A:  37.5%, V_A:  53.1%, Validation Loss: 1.298, train_loss : 1.624
Epoch 641 - T_A:  59.4%, V_A:  53.1%, Validation Loss: 1.770, train_loss : 1.385
Epoch 642 - T_A:  40.6%, V_A:  62.5%, Validation Loss: 1.362, train_loss : 1.427
Epoch 643 - T_A:  53.1%, V_A:  40.6%, Validation Loss: 2.136, train_loss : 1.462
Epoch 644 - T_A:  53.1%, V_A:  43.8%, Validation Loss: 1.375, train_loss : 1.276
Epoch 645 - T_A:  68.8%, V_A:  40.6%, Validation Loss: 1.928, train_loss : 1.057
Epoch 646 - T_A:  62.5%, V_A:  50.0%, Validation Loss: 1.354, train_loss : 1.100
Epoch 647 - T_A:  68.8%, V_A:  56.2%, Validation Loss: 1.883, train_loss : 1.159
Epoch 648 - T_A:  68.8%, V_A:  50.0%, Validation Loss: 1.692, train_loss : 1.197
Epoch 649 - T_A:  65.6%, V_A:  59.4%, Validation Loss: 1.451, train_loss : 1.361
Epoch 650 - T_A:  65.6%, V_A:  40.6%, Validation Loss: 2.118, train_loss : 1.074
Epoch 651 - T_A:  62.5%, V_A:  50.0%, Validation Loss: 1.583, train_loss : 1.312
Epoch 652 - T_A:  75.0%, V_A:  59.4%, Validation Loss: 1.920, train_loss : 1.196
Epoch 653 - T_A:  37.5%, V_A:  50.0%, Validation Loss: 1.494, train_loss : 1.704
Epoch 654 - T_A:  46.9%, V_A:  50.0%, Validation Loss: 1.434, train_loss : 1.714
Epoch 655 - T_A:  62.5%, V_A:  46.9%, Validation Loss: 1.863, train_loss : 1.343
Epoch 656 - T_A:  53.1%, V_A:  50.0%, Validation Loss: 1.764, train_loss : 1.752
Epoch 657 - T_A:  62.5%, V_A:  62.5%, Validation Loss: 1.861, train_loss : 1.509
Epoch 658 - T_A:  50.0%, V_A:  56.2%, Validation Loss: 1.373, train_loss : 1.710
Epoch 659 - T_A:  56.2%, V_A:  59.4%, Validation Loss: 1.988, train_loss : 1.219
Epoch 660 - T_A:  75.0%, V_A:  43.8%, Validation Loss: 2.242, train_loss : 0.821
Epoch 661 - T_A:  68.8%, V_A:  53.1%, Validation Loss: 2.099, train_loss : 1.086
Epoch 662 - T_A:  53.1%, V_A:  37.5%, Validation Loss: 1.820, train_loss : 1.017
Epoch 663 - T_A:  68.8%, V_A:  62.5%, Validation Loss: 1.390, train_loss : 1.568
Epoch 664 - T_A:  84.4%, V_A:  62.5%, Validation Loss: 1.623, train_loss : 0.882
Epoch 665 - T_A:  68.8%, V_A:  62.5%, Validation Loss: 1.138, train_loss : 0.907
Epoch 666 - T_A:  68.8%, V_A:  40.6%, Validation Loss: 1.972, train_loss : 1.144
Epoch 667 - T_A:  68.8%, V_A:  50.0%, Validation Loss: 1.653, train_loss : 1.119
Epoch 668 - T_A:  68.8%, V_A:  43.8%, Validation Loss: 1.882, train_loss : 1.148
Epoch 669 - T_A:  62.5%, V_A:  43.8%, Validation Loss: 1.686, train_loss : 1.031
Epoch 670 - T_A:  59.4%, V_A:  59.4%, Validation Loss: 1.443, train_loss : 1.271
Epoch 671 - T_A:  50.0%, V_A:  59.4%, Validation Loss: 1.611, train_loss : 1.723
Epoch 672 - T_A:  56.2%, V_A:  50.0%, Validation Loss: 1.565, train_loss : 1.519
Epoch 673 - T_A:  71.9%, V_A:  71.9%, Validation Loss: 1.124, train_loss : 1.490
Epoch 674 - T_A:  53.1%, V_A:  53.1%, Validation Loss: 2.005, train_loss : 1.247
Epoch 675 - T_A:  56.2%, V_A:  53.1%, Validation Loss: 1.327, train_loss : 1.607
Epoch 676 - T_A:  68.8%, V_A:  46.9%, Validation Loss: 1.971, train_loss : 1.488
Epoch 677 - T_A:  62.5%, V_A:  56.2%, Validation Loss: 1.512, train_loss : 1.433
Epoch 678 - T_A:  59.4%, V_A:  37.5%, Validation Loss: 1.948, train_loss : 1.367
Epoch 679 - T_A:  71.9%, V_A:  65.6%, Validation Loss: 1.130, train_loss : 0.882
Epoch 680 - T_A:  68.8%, V_A:  34.4%, Validation Loss: 2.112, train_loss : 0.919
Epoch 681 - T_A:  65.6%, V_A:  53.1%, Validation Loss: 1.472, train_loss : 0.947
Epoch 682 - T_A:  65.6%, V_A:  50.0%, Validation Loss: 1.840, train_loss : 1.165
Epoch 683 - T_A:  59.4%, V_A:  50.0%, Validation Loss: 1.519, train_loss : 1.073
Epoch 684 - T_A:  53.1%, V_A:  53.1%, Validation Loss: 2.195, train_loss : 1.092
Epoch 685 - T_A:  46.9%, V_A:  50.0%, Validation Loss: 1.931, train_loss : 1.371
Epoch 686 - T_A:  62.5%, V_A:  56.2%, Validation Loss: 1.403, train_loss : 0.847
Epoch 687 - T_A:  68.8%, V_A:  43.8%, Validation Loss: 1.849, train_loss : 1.223
Epoch 688 - T_A:  68.8%, V_A:  46.9%, Validation Loss: 1.689, train_loss : 1.179
Epoch 689 - T_A:  59.4%, V_A:  65.6%, Validation Loss: 1.585, train_loss : 1.198
Epoch 690 - T_A:  65.6%, V_A:  53.1%, Validation Loss: 1.668, train_loss : 1.385
Epoch 691 - T_A:  65.6%, V_A:  56.2%, Validation Loss: 1.628, train_loss : 1.043
Epoch 692 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 1.914, train_loss : 1.446
Epoch 693 - T_A:  46.9%, V_A:  50.0%, Validation Loss: 1.738, train_loss : 1.318
Epoch 694 - T_A:  68.8%, V_A:  50.0%, Validation Loss: 1.595, train_loss : 1.491
Epoch 695 - T_A:  75.0%, V_A:  56.2%, Validation Loss: 1.497, train_loss : 0.827
Epoch 696 - T_A:  62.5%, V_A:  43.8%, Validation Loss: 1.835, train_loss : 1.109
Epoch 697 - T_A:  68.8%, V_A:  37.5%, Validation Loss: 2.119, train_loss : 1.423
Epoch 698 - T_A:  59.4%, V_A:  40.6%, Validation Loss: 1.915, train_loss : 0.948
Epoch 699 - T_A:  50.0%, V_A:  40.6%, Validation Loss: 1.897, train_loss : 1.269
Epoch 700 - T_A:  46.9%, V_A:  62.5%, Validation Loss: 1.266, train_loss : 1.533
Epoch 701 - T_A:  50.0%, V_A:  62.5%, Validation Loss: 1.697, train_loss : 1.291
Epoch 702 - T_A:  59.4%, V_A:  62.5%, Validation Loss: 1.137, train_loss : 1.535
Epoch 703 - T_A:  65.6%, V_A:  40.6%, Validation Loss: 2.007, train_loss : 1.207
Epoch 704 - T_A:  56.2%, V_A:  59.4%, Validation Loss: 1.704, train_loss : 1.344
Epoch 705 - T_A:  59.4%, V_A:  50.0%, Validation Loss: 1.894, train_loss : 1.190
Epoch 706 - T_A:  68.8%, V_A:  43.8%, Validation Loss: 1.902, train_loss : 1.084
Epoch 707 - T_A:  46.9%, V_A:  59.4%, Validation Loss: 1.378, train_loss : 1.409
Epoch 708 - T_A:  62.5%, V_A:  59.4%, Validation Loss: 1.234, train_loss : 1.264
Epoch 709 - T_A:  68.8%, V_A:  43.8%, Validation Loss: 1.640, train_loss : 1.338
Epoch 710 - T_A:  75.0%, V_A:  62.5%, Validation Loss: 1.194, train_loss : 1.163
Epoch 711 - T_A:  46.9%, V_A:  40.6%, Validation Loss: 1.795, train_loss : 1.457
Epoch 712 - T_A:  56.2%, V_A:  62.5%, Validation Loss: 1.350, train_loss : 1.502
Epoch 713 - T_A:  59.4%, V_A:  50.0%, Validation Loss: 1.654, train_loss : 1.240
Epoch 714 - T_A:  56.2%, V_A:  53.1%, Validation Loss: 1.576, train_loss : 0.997
Epoch 715 - T_A:  78.1%, V_A:  50.0%, Validation Loss: 2.015, train_loss : 0.738
Epoch 716 - T_A:  68.8%, V_A:  59.4%, Validation Loss: 1.316, train_loss : 1.351
Epoch 717 - T_A:  43.8%, V_A:  37.5%, Validation Loss: 2.694, train_loss : 1.546
Epoch 718 - T_A:  65.6%, V_A:  37.5%, Validation Loss: 1.581, train_loss : 1.101
Epoch 719 - T_A:  59.4%, V_A:  50.0%, Validation Loss: 2.136, train_loss : 1.301
Epoch 720 - T_A:  50.0%, V_A:  53.1%, Validation Loss: 1.629, train_loss : 1.464
Epoch 721 - T_A:  75.0%, V_A:  65.6%, Validation Loss: 1.756, train_loss : 0.918
Epoch 722 - T_A:  71.9%, V_A:  43.8%, Validation Loss: 1.985, train_loss : 1.414
Epoch 723 - T_A:  75.0%, V_A:  56.2%, Validation Loss: 1.587, train_loss : 0.797
Epoch 724 - T_A:  65.6%, V_A:  31.2%, Validation Loss: 2.168, train_loss : 1.119
Epoch 725 - T_A:  62.5%, V_A:  37.5%, Validation Loss: 1.675, train_loss : 1.188
Epoch 726 - T_A:  56.2%, V_A:  62.5%, Validation Loss: 1.648, train_loss : 0.960
Epoch 727 - T_A:  62.5%, V_A:  50.0%, Validation Loss: 1.566, train_loss : 1.077
Epoch 728 - T_A:  75.0%, V_A:  65.6%, Validation Loss: 1.438, train_loss : 0.911
Epoch 729 - T_A:  65.6%, V_A:  50.0%, Validation Loss: 2.078, train_loss : 1.425
Epoch 730 - T_A:  78.1%, V_A:  53.1%, Validation Loss: 1.631, train_loss : 1.221
Epoch 731 - T_A:  62.5%, V_A:  46.9%, Validation Loss: 1.839, train_loss : 0.959
Epoch 732 - T_A:  65.6%, V_A:  50.0%, Validation Loss: 1.244, train_loss : 0.971
Epoch 733 - T_A:  62.5%, V_A:  43.8%, Validation Loss: 1.713, train_loss : 1.374
Epoch 734 - T_A:  53.1%, V_A:  37.5%, Validation Loss: 2.142, train_loss : 1.490
Epoch 735 - T_A:  59.4%, V_A:  59.4%, Validation Loss: 2.041, train_loss : 1.242
Epoch 736 - T_A:  65.6%, V_A:  40.6%, Validation Loss: 1.989, train_loss : 1.072
Epoch 737 - T_A:  68.8%, V_A:  56.2%, Validation Loss: 1.366, train_loss : 1.077
Epoch 738 - T_A:  75.0%, V_A:  62.5%, Validation Loss: 1.729, train_loss : 0.975
Epoch 739 - T_A:  56.2%, V_A:  65.6%, Validation Loss: 1.229, train_loss : 1.112
Epoch 740 - T_A:  62.5%, V_A:  43.8%, Validation Loss: 2.136, train_loss : 1.110
Epoch 741 - T_A:  53.1%, V_A:  53.1%, Validation Loss: 1.358, train_loss : 1.178
Epoch 742 - T_A:  46.9%, V_A:  46.9%, Validation Loss: 1.768, train_loss : 1.245
Epoch 743 - T_A:  56.2%, V_A:  46.9%, Validation Loss: 2.235, train_loss : 1.502
Epoch 744 - T_A:  53.1%, V_A:  56.2%, Validation Loss: 1.521, train_loss : 1.468
Epoch 745 - T_A:  75.0%, V_A:  62.5%, Validation Loss: 1.734, train_loss : 1.042
Epoch 746 - T_A:  65.6%, V_A:  56.2%, Validation Loss: 1.590, train_loss : 1.179
Epoch 747 - T_A:  71.9%, V_A:  71.9%, Validation Loss: 1.224, train_loss : 1.126
Epoch 748 - T_A:  59.4%, V_A:  40.6%, Validation Loss: 1.814, train_loss : 2.128
Epoch 749 - T_A:  65.6%, V_A:  62.5%, Validation Loss: 1.468, train_loss : 1.097
Epoch 750 - T_A:  68.8%, V_A:  59.4%, Validation Loss: 1.709, train_loss : 0.975
Epoch 751 - T_A:  75.0%, V_A:  50.0%, Validation Loss: 1.530, train_loss : 1.172
Epoch 752 - T_A:  37.5%, V_A:  50.0%, Validation Loss: 1.503, train_loss : 1.290
Epoch 753 - T_A:  81.2%, V_A:  56.2%, Validation Loss: 1.127, train_loss : 0.674
Epoch 754 - T_A:  53.1%, V_A:  46.9%, Validation Loss: 2.485, train_loss : 1.394
Epoch 755 - T_A:  62.5%, V_A:  50.0%, Validation Loss: 1.760, train_loss : 1.481
Epoch 756 - T_A:  53.1%, V_A:  46.9%, Validation Loss: 1.882, train_loss : 1.319
Epoch 757 - T_A:  68.8%, V_A:  50.0%, Validation Loss: 1.515, train_loss : 0.826
Epoch 758 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 1.759, train_loss : 1.101
Epoch 759 - T_A:  50.0%, V_A:  53.1%, Validation Loss: 1.650, train_loss : 1.927
Epoch 760 - T_A:  81.2%, V_A:  56.2%, Validation Loss: 1.344, train_loss : 0.909
Epoch 761 - T_A:  50.0%, V_A:  37.5%, Validation Loss: 1.998, train_loss : 1.081
Epoch 762 - T_A:  65.6%, V_A:  53.1%, Validation Loss: 1.608, train_loss : 0.945
Epoch 763 - T_A:  65.6%, V_A:  53.1%, Validation Loss: 1.502, train_loss : 1.275
Epoch 764 - T_A:  68.8%, V_A:  50.0%, Validation Loss: 1.367, train_loss : 1.158
Epoch 765 - T_A:  68.8%, V_A:  50.0%, Validation Loss: 1.641, train_loss : 0.814
Epoch 766 - T_A:  68.8%, V_A:  46.9%, Validation Loss: 1.745, train_loss : 1.283
Epoch 767 - T_A:  65.6%, V_A:  53.1%, Validation Loss: 1.969, train_loss : 1.127
Epoch 768 - T_A:  56.2%, V_A:  46.9%, Validation Loss: 1.661, train_loss : 1.283
Epoch 769 - T_A:  65.6%, V_A:  56.2%, Validation Loss: 1.300, train_loss : 1.330
Epoch 770 - T_A:  56.2%, V_A:  46.9%, Validation Loss: 1.935, train_loss : 1.336
Epoch 771 - T_A:  65.6%, V_A:  46.9%, Validation Loss: 2.044, train_loss : 1.230
Epoch 772 - T_A:  59.4%, V_A:  59.4%, Validation Loss: 2.278, train_loss : 1.245
Epoch 773 - T_A:  68.8%, V_A:  43.8%, Validation Loss: 1.672, train_loss : 0.919
Epoch 774 - T_A:  68.8%, V_A:  71.9%, Validation Loss: 1.384, train_loss : 1.182
Epoch 775 - T_A:  65.6%, V_A:  50.0%, Validation Loss: 1.453, train_loss : 1.270
Epoch 776 - T_A:  68.8%, V_A:  65.6%, Validation Loss: 1.134, train_loss : 0.876
Epoch 777 - T_A:  50.0%, V_A:  43.8%, Validation Loss: 2.039, train_loss : 1.368
Epoch 778 - T_A:  68.8%, V_A:  46.9%, Validation Loss: 1.537, train_loss : 0.808
Epoch 779 - T_A:  84.4%, V_A:  46.9%, Validation Loss: 1.821, train_loss : 0.913
Epoch 780 - T_A:  59.4%, V_A:  40.6%, Validation Loss: 1.969, train_loss : 1.275
Epoch 781 - T_A:  53.1%, V_A:  59.4%, Validation Loss: 1.549, train_loss : 1.425
Epoch 782 - T_A:  68.8%, V_A:  59.4%, Validation Loss: 1.752, train_loss : 0.839
Epoch 783 - T_A:  71.9%, V_A:  68.8%, Validation Loss: 1.478, train_loss : 1.137
Epoch 784 - T_A:  65.6%, V_A:  62.5%, Validation Loss: 1.019, train_loss : 1.032
Epoch 785 - T_A:  68.8%, V_A:  50.0%, Validation Loss: 2.122, train_loss : 1.029
Epoch 786 - T_A:  65.6%, V_A:  46.9%, Validation Loss: 1.555, train_loss : 1.244
Epoch 787 - T_A:  53.1%, V_A:  37.5%, Validation Loss: 1.628, train_loss : 1.243
Epoch 788 - T_A:  65.6%, V_A:  56.2%, Validation Loss: 1.749, train_loss : 1.133
Epoch 789 - T_A:  56.2%, V_A:  50.0%, Validation Loss: 1.960, train_loss : 1.505
Epoch 790 - T_A:  71.9%, V_A:  68.8%, Validation Loss: 1.038, train_loss : 0.851
Epoch 791 - T_A:  62.5%, V_A:  46.9%, Validation Loss: 2.291, train_loss : 1.496
Epoch 792 - T_A:  68.8%, V_A:  62.5%, Validation Loss: 1.520, train_loss : 1.387
Epoch 793 - T_A:  50.0%, V_A:  40.6%, Validation Loss: 2.174, train_loss : 1.429
Epoch 794 - T_A:  59.4%, V_A:  59.4%, Validation Loss: 1.650, train_loss : 0.967
Epoch 795 - T_A:  59.4%, V_A:  53.1%, Validation Loss: 1.794, train_loss : 1.247
Epoch 796 - T_A:  56.2%, V_A:  46.9%, Validation Loss: 1.864, train_loss : 1.094
Epoch 797 - T_A:  46.9%, V_A:  62.5%, Validation Loss: 1.442, train_loss : 1.215
Epoch 798 - T_A:  68.8%, V_A:  31.2%, Validation Loss: 1.807, train_loss : 1.281
Epoch 799 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 1.611, train_loss : 1.224
Epoch 800 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 1.538, train_loss : 1.231
Epoch 801 - T_A:  56.2%, V_A:  43.8%, Validation Loss: 1.369, train_loss : 1.399
Epoch 802 - T_A:  53.1%, V_A:  59.4%, Validation Loss: 1.365, train_loss : 1.472
Epoch 803 - T_A:  62.5%, V_A:  46.9%, Validation Loss: 1.805, train_loss : 0.982
Epoch 804 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 1.734, train_loss : 1.059
Epoch 805 - T_A:  65.6%, V_A:  53.1%, Validation Loss: 1.798, train_loss : 1.134
Epoch 806 - T_A:  75.0%, V_A:  62.5%, Validation Loss: 1.227, train_loss : 1.080
Epoch 807 - T_A:  65.6%, V_A:  59.4%, Validation Loss: 2.005, train_loss : 1.314
Epoch 808 - T_A:  62.5%, V_A:  31.2%, Validation Loss: 2.039, train_loss : 1.153
Epoch 809 - T_A:  65.6%, V_A:  43.8%, Validation Loss: 1.894, train_loss : 1.178
Epoch 810 - T_A:  71.9%, V_A:  40.6%, Validation Loss: 1.549, train_loss : 1.342
Epoch 811 - T_A:  59.4%, V_A:  65.6%, Validation Loss: 1.156, train_loss : 1.116
Epoch 812 - T_A:  59.4%, V_A:  62.5%, Validation Loss: 1.344, train_loss : 1.110
Epoch 813 - T_A:  71.9%, V_A:  62.5%, Validation Loss: 1.129, train_loss : 1.149
Epoch 814 - T_A:  59.4%, V_A:  56.2%, Validation Loss: 2.041, train_loss : 1.139
Epoch 815 - T_A:  65.6%, V_A:  50.0%, Validation Loss: 1.653, train_loss : 1.248
Epoch 816 - T_A:  65.6%, V_A:  40.6%, Validation Loss: 1.912, train_loss : 1.125
Epoch 817 - T_A:  65.6%, V_A:  40.6%, Validation Loss: 1.972, train_loss : 0.956
Epoch 818 - T_A:  59.4%, V_A:  62.5%, Validation Loss: 1.442, train_loss : 0.966
Epoch 819 - T_A:  62.5%, V_A:  65.6%, Validation Loss: 1.305, train_loss : 1.415
Epoch 820 - T_A:  56.2%, V_A:  53.1%, Validation Loss: 1.430, train_loss : 1.304
Epoch 821 - T_A:  46.9%, V_A:  68.8%, Validation Loss: 0.944, train_loss : 1.839
Epoch 822 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 1.907, train_loss : 1.116
Epoch 823 - T_A:  68.8%, V_A:  62.5%, Validation Loss: 1.541, train_loss : 1.348
Epoch 824 - T_A:  62.5%, V_A:  46.9%, Validation Loss: 1.773, train_loss : 1.107
Epoch 825 - T_A:  56.2%, V_A:  56.2%, Validation Loss: 1.354, train_loss : 1.458
Epoch 826 - T_A:  59.4%, V_A:  46.9%, Validation Loss: 1.800, train_loss : 1.069
Epoch 827 - T_A:  62.5%, V_A:  65.6%, Validation Loss: 1.238, train_loss : 1.090
Epoch 828 - T_A:  62.5%, V_A:  50.0%, Validation Loss: 2.211, train_loss : 1.202
Epoch 829 - T_A:  62.5%, V_A:  53.1%, Validation Loss: 1.223, train_loss : 1.004
Epoch 830 - T_A:  75.0%, V_A:  40.6%, Validation Loss: 1.632, train_loss : 1.176
Epoch 831 - T_A:  65.6%, V_A:  50.0%, Validation Loss: 1.381, train_loss : 1.125
Epoch 832 - T_A:  62.5%, V_A:  59.4%, Validation Loss: 1.892, train_loss : 1.357
Epoch 833 - T_A:  65.6%, V_A:  46.9%, Validation Loss: 1.906, train_loss : 1.154
Epoch 834 - T_A:  59.4%, V_A:  62.5%, Validation Loss: 1.571, train_loss : 1.236
Epoch 835 - T_A:  71.9%, V_A:  37.5%, Validation Loss: 1.711, train_loss : 1.155
Epoch 836 - T_A:  56.2%, V_A:  56.2%, Validation Loss: 1.331, train_loss : 1.523
Epoch 837 - T_A:  46.9%, V_A:  56.2%, Validation Loss: 1.661, train_loss : 1.396
Epoch 838 - T_A:  71.9%, V_A:  53.1%, Validation Loss: 1.325, train_loss : 0.755
Epoch 839 - T_A:  53.1%, V_A:  59.4%, Validation Loss: 1.231, train_loss : 1.548
Epoch 840 - T_A:  46.9%, V_A:  50.0%, Validation Loss: 1.962, train_loss : 1.254
Epoch 841 - T_A:  59.4%, V_A:  53.1%, Validation Loss: 1.503, train_loss : 1.330
Epoch 842 - T_A:  65.6%, V_A:  43.8%, Validation Loss: 1.592, train_loss : 1.100
Epoch 843 - T_A:  65.6%, V_A:  53.1%, Validation Loss: 1.213, train_loss : 1.184
Epoch 844 - T_A:  56.2%, V_A:  59.4%, Validation Loss: 1.840, train_loss : 1.089
Epoch 845 - T_A:  62.5%, V_A:  40.6%, Validation Loss: 2.434, train_loss : 1.019
Epoch 846 - T_A:  71.9%, V_A:  62.5%, Validation Loss: 1.971, train_loss : 0.936
Epoch 847 - T_A:  71.9%, V_A:  46.9%, Validation Loss: 2.054, train_loss : 0.883
Epoch 848 - T_A:  68.8%, V_A:  62.5%, Validation Loss: 1.334, train_loss : 1.148
Epoch 849 - T_A:  65.6%, V_A:  56.2%, Validation Loss: 1.474, train_loss : 0.840
Epoch 850 - T_A:  59.4%, V_A:  62.5%, Validation Loss: 1.159, train_loss : 1.209
Epoch 851 - T_A:  71.9%, V_A:  37.5%, Validation Loss: 1.763, train_loss : 1.073
Epoch 852 - T_A:  43.8%, V_A:  37.5%, Validation Loss: 1.512, train_loss : 1.477
Epoch 853 - T_A:  56.2%, V_A:  46.9%, Validation Loss: 1.903, train_loss : 1.533
Epoch 854 - T_A:  68.8%, V_A:  37.5%, Validation Loss: 1.876, train_loss : 1.248
Epoch 855 - T_A:  50.0%, V_A:  50.0%, Validation Loss: 1.292, train_loss : 1.333
Epoch 856 - T_A:  56.2%, V_A:  65.6%, Validation Loss: 1.408, train_loss : 0.766
Epoch 857 - T_A:  65.6%, V_A:  65.6%, Validation Loss: 1.526, train_loss : 1.153
Epoch 858 - T_A:  56.2%, V_A:  68.8%, Validation Loss: 1.152, train_loss : 1.573
Epoch 859 - T_A:  68.8%, V_A:  56.2%, Validation Loss: 1.813, train_loss : 1.000
Epoch 860 - T_A:  75.0%, V_A:  46.9%, Validation Loss: 1.628, train_loss : 0.871
Epoch 861 - T_A:  53.1%, V_A:  50.0%, Validation Loss: 1.565, train_loss : 1.353
Epoch 862 - T_A:  65.6%, V_A:  59.4%, Validation Loss: 1.278, train_loss : 1.284
Epoch 863 - T_A:  78.1%, V_A:  53.1%, Validation Loss: 1.804, train_loss : 0.788
Epoch 864 - T_A:  81.2%, V_A:  65.6%, Validation Loss: 1.296, train_loss : 0.762
Epoch 865 - T_A:  59.4%, V_A:  46.9%, Validation Loss: 2.719, train_loss : 0.933
Epoch 866 - T_A:  65.6%, V_A:  56.2%, Validation Loss: 1.238, train_loss : 1.144
Epoch 867 - T_A:  62.5%, V_A:  46.9%, Validation Loss: 1.723, train_loss : 0.877
Epoch 868 - T_A:  71.9%, V_A:  65.6%, Validation Loss: 1.641, train_loss : 0.769
